"AppID"	"Price"	"Category_new"	"Subcategory_new"	"IsFree"	"RateC_avg"	"RateC_n"	"RateA_avg"	"RateA_n"	"DaysSinceUpdate"
727	"$0.99"	"lifestyle"	"photo and video"	FALSE		0	3	47	23
737	"Free"	"lifestyle"	"entertainment"	TRUE		0	3.5	178	206
842	"Free"	"lifestyle"	"education"	TRUE	3.5	112	3.5	805	305
914	"$0.99"	"lifestyle"	"utilities"	FALSE	3	478	3	2071	1936
929	"$1.99"	"lifestyle"	"utilities"	FALSE		0	4.5	115	226
946	"Free"	"lifestyle"	"lifestyle"	TRUE	1.5	6	2.5	58	67
986	"Free"	"lifestyle"	"social networking"	TRUE	4.5	42	4.5	171	195
999	"Free"	"lifestyle"	"photo and video"	TRUE	5	32	5	63	131
1012	"Free"	"lifestyle"	"productivity"	TRUE	4	13	4	35	506
1024	"$5.99"	"lifestyle"	"lifestyle"	FALSE	4.5	28	4.5	55	395
1032	"Free"	"lifestyle"	"health and fitness"	TRUE	3.5	5	4	113	209
1046	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	156	4.5	305	22
1076	"Free"	"social networking"	"lifestyle"	TRUE	2	6	2.5	214	160
1078	"Free"	"social networking"	"lifestyle"	TRUE	1.5	22	2	52	738
1091	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3	117	41
1111	"Free"	"lifestyle"	"lifestyle"	TRUE	2.5	9	2.5	31	730
1114	"Free"	"lifestyle"	"entertainment"	TRUE	3.5	45	3	203	2031
1116	"Free"	"lifestyle"	"productivity"	TRUE	2	9	2	119	1501
1121	"$0.99"	"lifestyle"	"games"	FALSE	3	528	3	662	1629
1128	"Free"	"lifestyle"	"lifestyle"	TRUE		0	4.5	200	5
1159	"Free"	"lifestyle"	"lifestyle"	TRUE		0	2.5	49	33
1164	"Free"	"lifestyle"	"finance"	TRUE		0	3.5	141	11
1187	"Free"	"lifestyle"	"health and fitness"	TRUE	4	16	4	77	251
1200	"Free"	"lifestyle"	"lifestyle"	TRUE		0	4	65	117
1230	"Free"	"lifestyle"	"utilities"	TRUE		0	1.5	80	8
1237	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3	112	586
1275	"Free"	"lifestyle"	"games"	TRUE		0	4	36	222
1285	"Free"	"social networking"	"lifestyle"	TRUE	1.5	7	1.5	1342	150
1319	"$2.99"	"lifestyle"	"utilities"	FALSE	3.5	34	3.5	65	245
1348	"Free"	"lifestyle"	"games"	TRUE	4	220	4	456	517
1351	"Free"	"lifestyle"	"games"	TRUE	4.5	23	4.5	84	844
1413	"Free"	"lifestyle"	"lifestyle"	TRUE		0	4.5	34	912
1414	"Free"	"lifestyle"	"lifestyle"	TRUE	4	41	5	4003	93
1468	"Free"	"lifestyle"	"photo and video"	TRUE	2.5	21	3.5	11642	311
1503	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3	143	10
1543	"Free"	"lifestyle"	"lifestyle"	TRUE	2	17	2	127	1938
1554	"Free"	"lifestyle"	"lifestyle"	TRUE	2	406	2	406	
1558	"Free"	"lifestyle"	"photo and video"	TRUE		0	3.5	40	242
1560	"Free"	"lifestyle"	"games"	TRUE	4.5	699	4.5	699	
1562	"Free"	"lifestyle"	"entertainment"	TRUE	3	7	2.5	31	1573
1563	"Free"	"lifestyle"	"entertainment"	TRUE	3	62	3	115	1702
1565	"$0.99"	"lifestyle"	"entertainment"	FALSE	2.5	81	2.5	81	
1566	"$0.99"	"lifestyle"	"entertainment"	FALSE	2.5	57	2.5	57	
1567	"$0.99"	"lifestyle"	"games"	FALSE		0	3	1122	968
1569	"$0.99"	"lifestyle"	"entertainment"	FALSE	3	38	3	38	
1570	"Free"	"lifestyle"	"entertainment"	TRUE	2.5	658	2.5	658	
1573	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	2.5	3974	536
1574	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	2.5	215	540
1575	"$0.99"	"lifestyle"	"entertainment"	FALSE	2	11	2.5	110	1263
1578	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	2.5	795	185
1580	"$0.99"	"lifestyle"	"entertainment"	FALSE	3	69	3	69	
1584	"$0.99"	"lifestyle"	"social networking"	FALSE	3.5	64	3.5	64	
1585	"Free"	"lifestyle"	"entertainment"	TRUE		0	2	592	435
1622	"Free"	"lifestyle"	"entertainment"	TRUE	3.5	339	3.5	348	2380
1624	"Free"	"lifestyle"	"lifestyle"	TRUE	4	292	4	1070	899
1625	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	79	3.5	135	539
1626	"Free"	"lifestyle"	"books"	TRUE		0	5	50	550
1649	"$0.99"	"lifestyle"	"lifestyle"	FALSE	4	242	4	242	
1650	"Free"	"lifestyle"	"entertainment"	TRUE	3.5	164	3	198	2007
1653	"Free"	"lifestyle"	"news"	TRUE		0	4	36	546
1681	"Free"	"lifestyle"	"travel"	TRUE		0	4.5	43	582
1686	"Free"	"lifestyle"	"entertainment"	TRUE	4.5	38	4	88	1328
1694	"Free"	"lifestyle"	"social networking"	TRUE		0	2.5	351	80
1704	"Free"	"lifestyle"	"health and fitness"	TRUE	2	6	3	106	40
1712	"Free"	"lifestyle"	"lifestyle"	TRUE	2	27	2	184	136
1731	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	7	3	2217	12
1760	"Free"	"lifestyle"	"travel"	TRUE		0	2.5	55	45
1763	"Free"	"lifestyle"	"travel"	TRUE	1	9	1.5	59	171
1782	"Free"	"lifestyle"	"social networking"	TRUE	2.5	17	2.5	63	1773
1794	"Free"	"lifestyle"	"health and fitness"	TRUE	2	16	3	45	1343
1846	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	7	4	72	601
1850	"$0.99"	"lifestyle"	"productivity"	FALSE		0	4.5	42	439
1852	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	4.5	93	439
1853	"$0.99"	"lifestyle"	"health and fitness"	FALSE		0	4.5	72	439
1854	"$0.99"	"lifestyle"	"finance"	FALSE		0	4.5	84	439
1856	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	4	113	439
1857	"$0.99"	"lifestyle"	"health and fitness"	FALSE		0	4.5	253	438
1867	"$2.99"	"lifestyle"	"lifestyle"	FALSE		0	5	46	151
1884	"Free"	"lifestyle"	"books"	TRUE		0	3	45	964
1944	"Free"	"lifestyle"	"photo and video"	TRUE	4	14	3.5	38	379
1975	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	23	3.5	31	1404
2002	"$2.99"	"lifestyle"	"food and drink"	FALSE		0	3.5	90	425
2008	"$3.99"	"lifestyle"	"health and fitness"	FALSE	3.5	9	4	79	622
2016	"Free"	"lifestyle"	"lifestyle"	TRUE	4	47	4	47	
2033	"Free"	"lifestyle"	"lifestyle"	TRUE	4	8	3	14774	224
2034	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	3	50	224
2160	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3.5	62	1636
2173	"$7.99"	"lifestyle"	"productivity"	FALSE	1.5	17	2	422	935
2174	"$9.99"	"lifestyle"	"productivity"	FALSE	2	19	2	79	955
2232	"$4.99"	"lifestyle"	"lifestyle"	FALSE	4	22	4.5	36	1998
2243	"$0.99"	"lifestyle"	"lifestyle"	FALSE	2.5	35	2.5	35	
2291	"Free"	"lifestyle"	"lifestyle"	TRUE	2.5	285	2.5	285	
2292	"Free"	"lifestyle"	"lifestyle"	TRUE	3	6012	3	6012	
2299	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	32	5	53	639
2383	"Free"	"lifestyle"	"books"	TRUE		0	2.5	79	468
2391	"$0.99"	"lifestyle"	"games"	FALSE		0	4.5	57	1280
2407	"Free"	"lifestyle"	"weather"	TRUE		0	4.5	40	211
2420	"$0.99"	"lifestyle"	"entertainment"	FALSE	3.5	124	3.5	124	
2431	"Free"	"lifestyle"	"entertainment"	TRUE	3.5	2462	2.5	156520	1333
2445	"Free"	"lifestyle"	"lifestyle"	TRUE	1.5	9	2	150	1141
2452	"$9.99"	"lifestyle"	"entertainment"	FALSE	3.5	34	3	75	1810
2453	"Free"	"lifestyle"	"entertainment"	TRUE	2.5	413	2	1864	1810
2458	"Free"	"lifestyle"	"travel"	TRUE	3	24	4	5451	11
2502	"Free"	"lifestyle"	"lifestyle"	TRUE		0	4	34	179
2506	"Free"	"lifestyle"	"lifestyle"	TRUE		0	4	41	179
2516	"Free"	"lifestyle"	"lifestyle"	TRUE		0	4	82	179
2517	"Free"	"lifestyle"	"travel"	TRUE	4	55	3.5	1107	237
2525	"Free"	"lifestyle"	"utilities"	TRUE	2	69	2	69	
2532	"$0.99"	"lifestyle"	"entertainment"	FALSE	2.5	165	2.5	165	
2577	"Free"	"lifestyle"	"travel"	TRUE	4.5	25	3	3167	776
2578	"$0.99"	"lifestyle"	"entertainment"	FALSE	2	5	2	60	1315
2580	"Free"	"lifestyle"	"books"	TRUE	4.5	7	4.5	847	52
2581	"Free"	"lifestyle"	"lifestyle"	TRUE		0	2.5	32	6
2583	"Free"	"lifestyle"	"entertainment"	TRUE		0	3	45	201
2595	"Free"	"lifestyle"	"lifestyle"	TRUE	1	18	1.5	65	506
2611	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3	145	1540
2651	"Free"	"lifestyle"	"entertainment"	TRUE	3	8	4	65	526
2824	"$0.99"	"lifestyle"	"entertainment"	FALSE	4	18	3	554	1529
2868	"$1.99"	"lifestyle"	"lifestyle"	FALSE	4.5	15	4	297	202
2869	"Free"	"lifestyle"	"productivity"	TRUE		0	4	39	277
2873	"Free"	"lifestyle"	"utilities"	TRUE	4	28	4	109	880
2874	"$2.99"	"lifestyle"	"utilities"	FALSE	4.5	95	4	166	880
2875	"$2.99"	"lifestyle"	"lifestyle"	FALSE	3	25	3.5	117	437
2881	"Free"	"lifestyle"	"entertainment"	TRUE	2	25	2.5	211	25
2891	"$34.99"	"lifestyle"	"lifestyle"	FALSE	4.5	34	4.5	166	692
2902	"Free"	"lifestyle"	"lifestyle"	TRUE	4	26	4	51	1549
2905	"Free"	"lifestyle"	"utilities"	TRUE		0	3	182	60
2907	"Free"	"lifestyle"	"utilities"	TRUE	4	68	3.5	117	1206
2909	"Free"	"lifestyle"	"utilities"	TRUE	2	61	2	61	
2918	"Free"	"lifestyle"	"lifestyle"	TRUE		0	4	187	36
2938	"$0.99"	"lifestyle"	"utilities"	FALSE		0	2.5	3727	43
2940	"$0.99"	"lifestyle"	"utilities"	FALSE	2.5	50	2.5	50	
2942	"Free"	"lifestyle"	"utilities"	TRUE	3	97	2.5	12875	1650
2943	"Free"	"lifestyle"	"lifestyle"	TRUE		0	2.5	123	98
2946	"$0.99"	"lifestyle"	"productivity"	FALSE		0	3	134	964
2951	"$0.99"	"lifestyle"	"utilities"	FALSE	4	40	2.5	491	1719
2961	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	118	3.5	4091	48
2965	"Free"	"lifestyle"	"lifestyle"	TRUE	2	12	2.5	68	902
2968	"Free"	"lifestyle"	"utilities"	TRUE	2	14	2.5	40	1245
2978	"Free"	"lifestyle"	"lifestyle"	TRUE		0	4.5	248	3
2982	"Free"	"lifestyle"	"utilities"	TRUE		0	4	33	102
2983	"$1.99"	"lifestyle"	"utilities"	FALSE	2	7	3	42	125
2988	"$1.99"	"lifestyle"	"lifestyle"	FALSE	4	50	4	237	181
3055	"Free"	"lifestyle"	"lifestyle"	TRUE	1.5	38	2	168	342
3068	"Free"	"lifestyle"	"photo and video"	TRUE	3	8	3.5	130	899
3104	"$0.99"	"lifestyle"	"health and fitness"	FALSE		0	2.5	35	1706
3154	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	2.5	66	695
3163	"$0.99"	"lifestyle"	"health and fitness"	FALSE	2.5	58	2.5	58	
3175	"Free"	"lifestyle"	"lifestyle"	TRUE	4	6	3	158	127
3195	"Free"	"lifestyle"	"photo and video"	TRUE	3	63	3	63	
3210	"Free"	"lifestyle"	"social networking"	TRUE	3.5	33	4	335	180
3216	"Free"	"lifestyle"	"catalogs"	TRUE	4.5	58	4	198	60
3232	"Free"	"lifestyle"	"news"	TRUE	4.5	746	4.5	2619	1633
3234	"Free"	"lifestyle"	"entertainment"	TRUE	4.5	22	5	555	774
3320	"$0.99"	"lifestyle"	"lifestyle"	FALSE	2.5	46	2.5	46	
3327	"Free"	"lifestyle"	"travel"	TRUE		0	5	57	41
3333	"$0.99"	"lifestyle"	"books"	FALSE	3	45	3	45	
3360	"Free"	"lifestyle"	"lifestyle"	TRUE	4	65	3.5	2240	15
3361	"Free"	"lifestyle"	"lifestyle"	TRUE	3	9	3.5	421	11
3391	"Free"	"lifestyle"	"entertainment"	TRUE		0	2.5	120	517
3424	"Free"	"lifestyle"	"reference"	TRUE	3.5	6	3.5	45	724
3469	"Free"	"social networking"	"lifestyle"	TRUE	2.5	50	2	3129	291
3490	"$1.99"	"lifestyle"	"food and drink"	FALSE	3.5	130	3	407	1224
3498	"Free"	"social networking"	"lifestyle"	TRUE	3.5	6	4	326	254
3502	"Free"	"lifestyle"	"lifestyle"	TRUE	3	658	3	658	
3504	"Free"	"lifestyle"	"lifestyle"	TRUE	3	385	3	385	
3506	"Free"	"lifestyle"	"food and drink"	TRUE	3	6	2.5	32	963
3521	"$0.99"	"lifestyle"	"productivity"	FALSE	5	1123	5	9594	116
3525	"$19.99"	"lifestyle"	"lifestyle"	FALSE	2.5	47	2	78	1647
3552	"$0.99"	"lifestyle"	"lifestyle"	FALSE	1.5	30	2	36	1739
3578	"$0.99"	"lifestyle"	"entertainment"	FALSE		0	2.5	74	1292
3579	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	8	4	872	121
3580	"$0.99"	"lifestyle"	"lifestyle"	FALSE	3.5	40	3.5	40	
3585	"$3.99"	"lifestyle"	"health and fitness"	FALSE	4	8	4.5	51	137
3586	"$2.99"	"lifestyle"	"health and fitness"	FALSE	3	30	4.5	959	154
3588	"Free"	"lifestyle"	"food and drink"	TRUE	3	70	3	70	
3590	"$0.99"	"lifestyle"	"lifestyle"	FALSE	4.5	79	4.5	79	
3591	"Free"	"lifestyle"	"entertainment"	TRUE		0	2	33	144
3597	"Free"	"lifestyle"	"lifestyle"	TRUE	3	29	3.5	6791	878
3648	"Free"	"lifestyle"	"travel"	TRUE	2	14	1.5	564	27
3651	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3	674	13
3721	"Free"	"lifestyle"	"lifestyle"	TRUE	5	7	5	38	23
3745	"Free"	"lifestyle"	"finance"	TRUE	3.5	6	4	383	44
3748	"Free"	"lifestyle"	"catalogs"	TRUE		0	3	34	74
3750	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	11	4	130	22
3753	"Free"	"lifestyle"	"food and drink"	TRUE	5	2087	3.5	94269	109
3754	"Free"	"lifestyle"	"food and drink"	TRUE	4	80	4	138	724
3787	"$0.99"	"lifestyle"	"lifestyle"	FALSE	2.5	13	1.5	39	1308
3800	"Free"	"lifestyle"	"entertainment"	TRUE	4.5	122	4.5	8656	46
3808	"Free"	"lifestyle"	"entertainment"	TRUE	4.5	27	4.5	32	510
3841	"Free"	"lifestyle"	"travel"	TRUE	5	6	4.5	63	9
3842	"Free"	"lifestyle"	"utilities"	TRUE	4	60	4	517	338
3863	"Free"	"lifestyle"	"music"	TRUE	4.5	43	4.5	43	
3866	"Free"	"social networking"	"lifestyle"	TRUE		0	3.5	32	16
3908	"Free"	"lifestyle"	"lifestyle"	TRUE	5	20	5	83	275
3909	"Free"	"lifestyle"	"entertainment"	TRUE	1	6	2	40	1604
3941	"$1.99"	"lifestyle"	"education"	FALSE	3	5	3.5	243	592
3989	"Free"	"lifestyle"	"lifestyle"	TRUE		0	4.5	181	37
4022	"Free"	"social networking"	"lifestyle"	TRUE		0	3	815	381
4026	"Free"	"lifestyle"	"entertainment"	TRUE		0	3	100	352
4049	"Free"	"lifestyle"	"entertainment"	TRUE		0	4	56	70
4085	"$0.99"	"lifestyle"	"lifestyle"	FALSE	3.5	400	3.5	470	2061
4127	"$0.99"	"lifestyle"	"travel"	FALSE		0	4	35	73
4130	"Free"	"lifestyle"	"entertainment"	TRUE		0	3	3847	195
4186	"Free"	"lifestyle"	"lifestyle"	TRUE		0	4	35	223
4187	"Free"	"lifestyle"	"education"	TRUE		0	4	300	354
4188	"Free"	"lifestyle"	"education"	TRUE		0	4	532	354
4189	"Free"	"lifestyle"	"education"	TRUE	4.5	5	4	439	356
4190	"$5.99"	"lifestyle"	"education"	FALSE	4.5	43	5	352	354
4191	"$4.99"	"lifestyle"	"education"	FALSE	5	43	5	451	354
4192	"$4.99"	"lifestyle"	"education"	FALSE	5	53	5	440	356
4193	"$0.99"	"lifestyle"	"lifestyle"	FALSE	2	82	2	82	
4203	"Free"	"lifestyle"	"entertainment"	TRUE	3.5	6	3	1491	225
4205	"Free"	"lifestyle"	"entertainment"	TRUE		0	4	51	52
4210	"Free"	"lifestyle"	"entertainment"	TRUE	3	2171	3	2171	
4235	"Free"	"lifestyle"	"entertainment"	TRUE	3	52	3	52	
4238	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	13	4	65	395
4241	"Free"	"lifestyle"	"lifestyle"	TRUE	5	6	3	3166	215
4249	"$0.99"	"lifestyle"	"lifestyle"	FALSE	2	17	3.5	52	1429
4264	"$0.99"	"lifestyle"	"entertainment"	FALSE		0	3	35	1794
4280	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	2	291	1633
4311	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	143	3.5	432	1425
4315	"$1.99"	"lifestyle"	"entertainment"	FALSE	2.5	25	2.5	54	2068
4322	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3.5	90	49
4337	"Free"	"lifestyle"	"travel"	TRUE	3.5	13	3.5	31	904
4344	"Free"	"lifestyle"	"lifestyle"	TRUE	3	9777	2.5	77150	1928
4358	"Free"	"lifestyle"	"medical"	TRUE	3.5	1532	3.5	1532	
4365	"$0.99"	"lifestyle"	"lifestyle"	FALSE	3	104	3	104	
4366	"$0.99"	"lifestyle"	"entertainment"	FALSE	3.5	114	3.5	117	1880
4368	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	32	3.5	32	
4373	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	48	3.5	48	
4374	"Free"	"lifestyle"	"lifestyle"	TRUE	3	80	3	80	
4382	"$0.99"	"lifestyle"	"entertainment"	FALSE	2.5	1666	2.5	2184	2222
4384	"$0.99"	"lifestyle"	"entertainment"	FALSE		0	2.5	76	1276
4394	"Free"	"lifestyle"	"entertainment"	TRUE	2.5	30	2.5	32	1235
4409	"Free"	"lifestyle"	"photo and video"	TRUE	3	37	3	60	976
4410	"Free"	"lifestyle"	"photo and video"	TRUE	3.5	27	3.5	50	976
4435	"$0.99"	"lifestyle"	"entertainment"	FALSE	2.5	11	2.5	31	2032
4442	"$0.99"	"social networking"	"lifestyle"	FALSE		0	3	42	1270
4445	"Free"	"lifestyle"	"lifestyle"	TRUE	3	624	3	624	
4446	"Free"	"lifestyle"	"lifestyle"	TRUE	2	466	2	466	
4457	"$0.99"	"lifestyle"	"entertainment"	FALSE	2.5	8	3	136	1516
4463	"$0.99"	"lifestyle"	"sports"	FALSE	3	61	3	61	
4466	"Free"	"lifestyle"	"utilities"	TRUE	3	32	3	39	1154
4481	"$0.99"	"lifestyle"	"lifestyle"	FALSE	4	203	4	203	
4486	"Free"	"lifestyle"	"lifestyle"	TRUE	5	16	4.5	255	270
4493	"Free"	"lifestyle"	"entertainment"	TRUE	4.5	5	3	1099	879
4498	"Free"	"lifestyle"	"entertainment"	TRUE	1.5	528	1.5	528	
4514	"$0.99"	"lifestyle"	"lifestyle"	FALSE	2	60	2	15807	1286
4516	"Free"	"lifestyle"	"lifestyle"	TRUE	4	812	4	812	
4524	"Free"	"lifestyle"	"lifestyle"	TRUE	3	138	3.5	112635	10
4526	"Free"	"lifestyle"	"entertainment"	TRUE	3.5	274	2.5	14226	38
4528	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	52	4.5	7430	17
4529	"Free"	"lifestyle"	"photo and video"	TRUE		0	4	1514	3
4530	"Free"	"lifestyle"	"lifestyle"	TRUE	3	10	3.5	121	19
4535	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	17	4	274	44
4551	"$2.99"	"lifestyle"	"health and fitness"	FALSE	4.5	935	4	23610	975
4553	"Free"	"lifestyle"	"health and fitness"	TRUE	4.5	246	3	18645	975
4561	"$0.99"	"lifestyle"	"entertainment"	FALSE	3.5	25	3	76	1671
4565	"Free"	"lifestyle"	"entertainment"	TRUE	3.5	60	3.5	70	2042
4566	"Free"	"lifestyle"	"entertainment"	TRUE	2.5	22	2.5	199	1669
4639	"Free"	"lifestyle"	"sports"	TRUE		0	4	46	108
4650	"Free"	"lifestyle"	"travel"	TRUE	1.5	106	2.5	6930	36
4660	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	21	4	38	837
4684	"$0.99"	"lifestyle"	"entertainment"	FALSE	3	8	3.5	37	941
4689	"$0.99"	"lifestyle"	"education"	FALSE	5	20	5	30	33
4691	"Free"	"lifestyle"	"health and fitness"	TRUE	5	12	4.5	86	60
4705	"Free"	"lifestyle"	"catalogs"	TRUE	3	21	4	641	97
4706	"Free"	"lifestyle"	"lifestyle"	TRUE	3.5	35	4	13746	41
4728	"Free"	"lifestyle"	"entertainment"	TRUE	3	49	3	49	
4737	"$0.99"	"lifestyle"	"lifestyle"	FALSE		0	3	43	909
4739	"$2.99"	"lifestyle"	"education"	FALSE		0	2.5	117	184
4744	"Free"	"lifestyle"	"lifestyle"	TRUE	4.5	12	3.5	48	128
4820	"Free"	"lifestyle"	"health and fitness"	TRUE		0	2.5	68	9
4822	"Free"	"lifestyle"	"social networking"	TRUE	4.5	10	4	37	19
4837	"Free"	"lifestyle"	"books"	TRUE	4.5	70	4.5	116	769
4920	"$2.99"	"lifestyle"	"music"	FALSE	3	6	4	110	59
4923	"$1.99"	"lifestyle"	"entertainment"	FALSE	2.5	121	2.5	264	2034
4966	"$4.99"	"lifestyle"	"travel"	FALSE		0	4.5	39	3
5000	"$1.99"	"lifestyle"	"entertainment"	FALSE	3	99	3	1918	1669
5016	"Free"	"lifestyle"	"lifestyle"	TRUE	2.5	44	2.5	44	
5020	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3.5	102	240
5026	"Free"	"lifestyle"	"entertainment"	TRUE	3	5	3	45	1776
5027	"Free"	"lifestyle"	"games"	TRUE	3	64	3	3457	1553
5051	"$1.99"	"lifestyle"	"utilities"	FALSE		0	3.5	32	228
5055	"$2.99"	"lifestyle"	"photo and video"	FALSE	4	13	4	160	108
5099	"$1.99"	"lifestyle"	"navigation"	FALSE	3.5	7	4	106	53
5112	"Free"	"lifestyle"	"lifestyle"	TRUE	5	5	4	52	116
5123	"Free"	"lifestyle"	"entertainment"	TRUE	3.5	46	3.5	46	
5129	"Free"	"lifestyle"	"lifestyle"	TRUE	3	264	2.5	1448	2034
5183	"$1.99"	"lifestyle"	"photo and video"	FALSE	3	7	3.5	67	991
5211	"Free"	"lifestyle"	"travel"	TRUE		0	4	31	229
5244	"Free"	"lifestyle"	"entertainment"	TRUE	3.5	76	3.5	76	
5261	"Free"	"lifestyle"	"lifestyle"	TRUE		0	5	184	41
5266	"Free"	"lifestyle"	"lifestyle"	TRUE	5	6	4.5	55	32
5288	"$4.99"	"lifestyle"	"reference"	FALSE	3.5	12	4.5	31	541
5296	"Free"	"lifestyle"	"lifestyle"	TRUE	5	9	5	516	35
5299	"Free"	"lifestyle"	"lifestyle"	TRUE		0	5	192	35
5316	"Free"	"lifestyle"	"lifestyle"	TRUE		0	3.5	125	254
5317	"Free"	"lifestyle"	"lifestyle"	TRUE		0	4	157	347
